index,state,year,name,type,city,county,district,enroll,mmr,overall,xrel,xmed,xper
1358,Virginia,2018-19,Charles City Co. Elementary,,,Charles City,Chickahominy,36,-1,77.8,2.78,,
1359,Virginia,2018-19,Stonebridge School,,,Chesapeake City,Chesapeake,27,-1,77.8,,,
1360,Virginia,2018-19,Tanners Creek Elementary,,,Norfolk City,Norfolk,117,-1,77.8,4.27,,
1361,Virginia,2018-19,Fairfield Court Elementary,,,Richmond City,Richmond,83,-1,77.1,,,
1362,Virginia,2018-19,Elizabeth Scott Elem,,,Chesterfield,Chesterfield,138,-1,76.8,4.35,,
1363,Virginia,2018-19,Centre Ridge Elementary,,,Fairfax,Fairfax,118,-1,76.3,1.69,2.54,
1364,Virginia,2018-19,Greenbriar East Elementary,,,Fairfax,Fairfax,130,-1,76.2,,0.77,
1365,Virginia,2018-19,Kentuck Elementary,,,Pittsylvania,Pittsylvania/Danville,90,-1,75.6,,,
1366,Virginia,2018-19,Cornerstone Christian School,,,Harrisonburg City,Central Shenandoah,,-1,75,,,
1367,Virginia,2018-19,Gesher Jewish Day School,,,Fairfax,Fairfax,12,-1,75,16.67,,
1368,Virginia,2018-19,Kent Gardens Elementary,,,Fairfax,Fairfax,96,-1,75,3.13,3.13,
1369,Virginia,2018-19,Macy Mcclaugherty Comb.,,,Giles,New River,72,-1,75,1.39,,
1370,Virginia,2018-19,Midland Christian Academy,,,Fauquier,Rappahannock/Rapidan,,-1,75,,,
1371,Virginia,2018-19,South Boston Elem,,,Halifax,Southside,108,-1,75,,,
1372,Virginia,2018-19,J. L. Francis Elementary,,,Richmond City,Richmond,105,-1,74.3,,,
1373,Virginia,2018-19,Pine Spring Elementary,,,Fairfax,Fairfax,93,-1,74.2,,2.15,
1374,Virginia,2018-19,Rhea Valley Elementary,,,Washington,Mount Rogers,61,-1,73.8,,,
1375,Virginia,2018-19,Deer Park Elementary,,,Newport News City,Peninsula,76,-1,73.7,1.32,,
1376,Virginia,2018-19,St. John Academy,,,Fairfax,Fairfax,15,-1,73.3,26.67,,
1377,Virginia,2018-19,Daniels Run Elementary,,,Fairfax,Fairfax,112,-1,73.2,1.79,,
1378,Virginia,2018-19,Alanton Elementary,,,Virginia Beach City,Virginia Beach,104,-1,73.1,8.65,7.69,
1379,Virginia,2018-19,Coates Elem,,,Fairfax,Fairfax,114,-1,72.8,,,
1380,Virginia,2018-19,Clearview Elementary,,,Fairfax,Fairfax,77,-1,72.7,,1.3,
1381,Virginia,2018-19,Good Shepherd Episcopal School,,,Richmond City,Richmond,11,-1,72.7,,,
1382,Virginia,2018-19,Veritas Collegiate Academy,,,Fairfax,Fairfax,11,-1,72.7,,,
1383,Virginia,2018-19,James Monroe Elementary,,,Norfolk City,Norfolk,35,-1,71.4,2.86,,
1384,Virginia,2018-19,Virginia Beach Friends School,,,Virginia Beach City,Virginia Beach,,-1,71.4,,,
1385,Virginia,2018-19,Timberlake Christian Schools,,,Bedford,Central Virginia,31,-1,71,22.58,,
1386,Virginia,2018-19,Island Creek Elementary,,,Fairfax,Fairfax,119,-1,69.7,1.68,0.84,
1387,Virginia,2018-19,Sandusky Elementary,,,Lynchburg City,Central Virginia,57,-1,68.4,1.75,,
1388,Virginia,2018-19,Wolftrap Elementary,,,Fairfax,Fairfax,82,-1,68.3,,,
1389,Virginia,2018-19,Afton Christian School,,,Nelson,Thomas Jefferson,,-1,66.7,,,
1390,Virginia,2018-19,Keystone Christian Academy,,,Clarke,Lord Fairfax,,-1,66.7,,,
1391,Virginia,2018-19,Vienna Adventist Academy,,,Fairfax,Fairfax,,-1,66.7,,,
1392,Virginia,2018-19,Georgetown Primary,,,Chesapeake City,Chesapeake,190,-1,66.3,0.53,,
1393,Virginia,2018-19,Portsmouth Christian School,,,Portsmouth City,Portsmouth,31,-1,64.5,,,
1394,Virginia,2018-19,Mount Vernon Woods Elementary,,,Fairfax,Fairfax,87,-1,64.4,,,
1395,Virginia,2018-19,Jacox Elementary,,,Norfolk City,Norfolk,97,-1,63.9,,,
1396,Virginia,2018-19,Sherman Elementary,,,Fairfax,Fairfax,61,-1,62.3,,,
1397,Virginia,2018-19,Shrevewood Elementary,,,Fairfax,Fairfax,114,-1,61.4,,,
1398,Virginia,2018-19,Crestwood Elementary,,,Fairfax,Fairfax,74,-1,60.8,,,
1399,Virginia,2018-19,Belle View Elementary,,,Fairfax,Fairfax,65,-1,60,,,
1400,Virginia,2018-19,Dogwood Elementary,,,Fairfax,Fairfax,100,-1,58,1,,
1401,Virginia,2018-19,Sydnor Jennings Elementary,,,Halifax,Southside,32,-1,56.3,,,
1402,Virginia,2018-19,Forest Edge Elementary,,,Fairfax,Fairfax,51,-1,54.9,,,
1403,Virginia,2018-19,Lawson-Marriott Elementary,,,King & Queen,Three Rivers,55,-1,54.5,,,
1404,Virginia,2018-19,Forestdale Elementary,,,Fairfax,Fairfax,73,-1,52.1,1.37,,
1405,Virginia,2018-19,The Goddard School-Three Chopt,,,Henrico,Henrico,24,-1,50,,,
1406,Virginia,2018-19,Portlock Primary,,,Chesapeake City,Chesapeake,205,-1,49.8,,,
1407,Virginia,2018-19,Floris Elementary,,,Fairfax,Fairfax,117,-1,49.6,,,
1408,Virginia,2018-19,Newington Forest Elementary,,,Fairfax,Fairfax,84,-1,48.8,,,
1409,Virginia,2018-19,Blessed Sacrament/Huguenot School,,,Powhatan,Chesterfield,38,-1,44.7,,10.53,
1410,Virginia,2018-19,Oceanair Elementary,,,Norfolk City,Norfolk,101,-1,44.6,,,
1411,Virginia,2018-19,Great Hope Baptist School,,,Chesapeake City,Chesapeake,,-1,42.9,,,
1412,Virginia,2018-19,Siena Academy,,,Fairfax,Fairfax,,-1,14.3,,,
1413,Virginia,2018-19,County Christian School,,,Loudoun,Loudoun,16,-1,12.5,,6.25,
1414,Virginia,2018-19,Anna Julia Cooper Episcopal School,,,Richmond City,Richmond,,-1,-1,,,
1415,Virginia,2018-19,Belle Meade Montessori School,,,Rappahannock,Rappahannock/Rapidan,,-1,-1,,,
1416,Virginia,2018-19,Blue Mountain School,,,Floyd,New River,,-1,-1,,,
1417,Virginia,2018-19,Blue Ridge Autism and Achievement Center - Lynchburg,,,Lynchburg City,Central Virginia,,-1,-1,,,
1418,Virginia,2018-19,BREC Academy,,,Petersburg City,Crater,,-1,-1,,,
1419,Virginia,2018-19,Broadway Christian School,,,Hopewell City,Crater,,-1,-1,,,
1420,Virginia,2018-19,Building Blocks Center for Autism,,,Danville City,Pittsylvania/Danville,,-1,-1,,,
1421,Virginia,2018-19,Centerville Christian School,,,Halifax,Southside,,-1,-1,,,
1422,Virginia,2018-19,Charterhouse School-Edinburg,,,Shenandoah,Lord Fairfax,,-1,-1,,,
1423,Virginia,2018-19,Chelsea Academy,,,Warren,Lord Fairfax,,-1,-1,,,
1424,Virginia,2018-19,Chesapeake Bay Academy,,,Virginia Beach City,Virginia Beach,,-1,-1,,,
1425,Virginia,2018-19,Chesterfield Innovative Academy for Girls,,,Chesterfield,Chesterfield,,-1,-1,,,
1426,Virginia,2018-19,Dominion Academy,,,Henrico,Henrico,,-1,-1,,,
1427,Virginia,2018-19,East End Academy,,,Newport News City,Peninsula,,-1,-1,,,
1428,Virginia,2018-19,Elk Hill School - Staunton,,,Staunton City,Central Shenandoah,,-1,-1,,,
1429,Virginia,2018-19,Fork Union Military Academy,,,Fluvanna,Thomas Jefferson,,-1,-1,,,
1430,Virginia,2018-19,Grafton School- Richmond Region Campus,,,Chesterfield,Chesterfield,,-1,-1,,,
1431,Virginia,2018-19,Hallmark Youthcare Richmond,,,Goochland,Chickahominy,,-1,-1,,,
1432,Virginia,2018-19,Hughes Education Center,,,Pittsylvania,Pittsylvania/Danville,,-1,-1,,,
1433,Virginia,2018-19,Independence Non traditional School,,,Prince William,Prince William,,-1,-1,,,
1434,Virginia,2018-19,Key Center,,,Fairfax,Fairfax,,-1,-1,,,
1435,Virginia,2018-19,Kilmer Center,,,Fairfax,Fairfax,,-1,-1,,,
1436,Virginia,2018-19,"Kincaid Montessori School			,",,,Loudoun,Loudoun,,-1,-1,,,
1437,Virginia,2018-19,Mary G. Porter Traditional,,,Prince William,Prince William,,-1,-1,,,
1438,Virginia,2018-19,Metropolitan Day School of AES,,,Richmond City,Richmond,,-1,-1,,,
1439,Virginia,2018-19,Minnick School of Bristol,,,Bristol City,Mount Rogers,,-1,-1,,,
1440,Virginia,2018-19,Minnieland at Centreville,,,Fairfax,Fairfax,,-1,-1,,,
1441,Virginia,2018-19,Morrison School,,,Bristol City,Mount Rogers,,-1,-1,,,
1442,Virginia,2018-19,New Vistas School,,,Lynchburg City,Central Virginia,,-1,-1,,,
1443,Virginia,2018-19,North Branch School,,,Nelson,Thomas Jefferson,13,-1,-1,,,
1444,Virginia,2018-19,Northstar Academy,,,Henrico,Henrico,,-1,-1,,,
1445,Virginia,2018-19,Oakwood School,,,Fairfax,Fairfax,,-1,-1,,,
1446,Virginia,2018-19,Oyster Point Academy,,,Newport News City,Peninsula,,-1,-1,,,
1447,Virginia,2018-19,Pace West,,,Prince William,Prince William,,-1,-1,,,
1448,Virginia,2018-19,Phillips Sch - Annandale /Phillips Bldg Futures~Fairfax,,,Fairfax,Fairfax,,-1,-1,,,
1449,Virginia,2018-19,Phillips School ~ Faifax,,,Fairfax,Fairfax,,-1,-1,,,
1450,Virginia,2018-19,Primrose School of Atlee Commons,,,Hanover,Chickahominy,,-1,-1,,,
1451,Virginia,2018-19,Rivermont Greater Petersburg,,,Dinwiddie,Crater,,-1,-1,,,
1452,Virginia,2018-19,Rivermont School - Alleghany Highlands,,,Covington City,Alleghany,,-1,-1,,,
1453,Virginia,2018-19,Rivermont School - Hampton,,,Hampton City,Hampton,,-1,-1,,,
1454,Virginia,2018-19,Rivermont School - Lynchburg,,,Lynchburg City,Central Virginia,,-1,-1,,,
1455,Virginia,2018-19,Rivermont School - Tidewater,,,Virginia Beach City,Virginia Beach,,-1,-1,,,
1456,Virginia,2018-19,Seven Hills School,,,Richmond City,Richmond,,-1,-1,,,
1457,Virginia,2018-19,Southeast Academy,,,Smyth,Mount Rogers,,-1,-1,,,
1458,Virginia,2018-19,St. Charles Early Childhood Center,,,Arlington,Arlington,,-1,-1,,,
1459,Virginia,2018-19,St. Joseph's Villa - Dooley School,,,Henrico,Henrico,,-1,-1,,,
1460,Virginia,2018-19,Tandem Friends School,,,Albemarle,Thomas Jefferson,,-1,-1,,,
1461,Virginia,2018-19,The Academy at Lee Hall,,,Newport News City,Peninsula,,-1,-1,,,
1462,Virginia,2018-19,The Barry Robinson Center,,,Norfolk City,Norfolk,,-1,-1,,,
1463,Virginia,2018-19,The Faison School,,,Henrico,Henrico,,-1,-1,,,
1464,Virginia,2018-19,The Howard Gardner School,,,Fairfax,Alexandria,,-1,-1,,,
1465,Virginia,2018-19,Timber Ridge School,,,Frederick,Lord Fairfax,,-1,-1,,,
1466,Virginia,2018-19,Va. Randolph Ed. Ctr.,,,Henrico,Henrico,,-1,-1,,,
1467,Virginia,2018-19,Virginia Home for Boys and Girls,,,Henrico,Henrico,,-1,-1,,,
1468,Virginia,2018-19,VIRGINIA SCHOOL FOR DEAF AND THE BLIND,,,Staunton City,Central Shenandoah,,-1,-1,,,
